ID,Name,Pos,Team,Price,22_fix,22_xmins,22_pts,22_g,22_a,22_cs,22_bon,22_dmins,22_likelihood,23_fix,23_xmins,23_pts,23_g,23_a,23_cs,23_bon,23_dmins,23_likelihood,24_fix,24_xmins,24_pts,24_g,24_a,24_cs,24_bon,24_dmins,24_likelihood,25_fix,25_xmins,25_pts,25_g,25_a,25_cs,25_bon,25_dmins,25_likelihood,26_fix,26_xmins,26_pts,26_g,26_a,26_cs,26_bon,26_dmins,26_likelihood
560,Mills,3,EVE,44,(H): ARS,0.48,0.021,0,0,0,0.001,0.48,1,(A): LIV,0.63,0.028,0,0,0,0.001,0.63,1,(H): LEE,1.15,0.055,0.001,0.001,0.001,0.002,1.15,1,(H): AVL(A): ARS,1.13,0.06,0.001,0.001,0.001,0.002,1.14 1.05,1 0.15,(A): NFO,2,0.089,0.001,0.001,0.001,0.003,2,1
561,Warrington,3,EVE,44,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
562,Solomon,3,FUL,49,(A): CHE,5.75,0.304,0.005,0.007,0.001,0.01,5.75,1,(H): NFO,8.16,0.46,0.013,0.016,0.002,0.024,8.16,1,(A): BHA,9.05,0.448,0.01,0.012,0.001,0.016,9.05,1,(H): WOL,11.52,0.624,0.018,0.023,0.008,0.03,11.52,1,(A): BRE,11.82,0.601,0.016,0.018,0.006,0.025,11.82,1
563,Chambers,2,LIV,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
564,Bajcetic,3,LIV,44,(A): WOL,54.63,1.932,0.044,0.043,0.195,0.092,54.63,1,(H): EVE,45.19,1.772,0.041,0.04,0.227,0.088,45.19,1,(A): NEW,34.98,1.197,0.018,0.017,0.072,0.044,34.98,1,(A): CHE(H): WOL(A): CRY,23.41,1.371,0.028,0.027,0.098,0.059000000000000004,21.12 21.98 24.1,0.05 0.4 1,(H): MUN(H): WOL,15.43,0.677,0.015,0.015,0.026000000000000002,0.028999999999999998,15.39 16.21,1 0.05
565,Gray,3,LEE,45,(A): NFO(A): MUN,0,0,0,0,0,0,0 0,1 1,(H): MUN,0.05,0.002,0,0,0,0,0.05,1,(A): EVE,0.18,0.009,0,0,0,0,0.18,1,(H): SOU,0.26,0.013,0,0,0,0.001,0.26,1,(A): CHE,0.32,0.014,0,0,0,0,0.32,1
566,Hodge,3,WOL,44,(H): LIV,3.23,0.119,0.001,0.002,0.001,0.004,3.23,1,(A): SOU,5.23,0.205,0.003,0.003,0.005,0.008,5.23,1,(H): BOU,8.1,0.347,0.008,0.008,0.015,0.016,8.1,1,(A): FUL(A): LIV,7.86,0.417,0.007,0.007,0.009000000000000001,0.014,7.47 8.84,1 0.4,(H): TOT(A): LIV,11.89,0.47600000000000003,0.008,0.008,0.016,0.017,12.02 9.24,1 0.05
567,Ronan,3,WOL,44,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
568,Campbell,3,WOL,44,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
569,Garnacho,3,MUN,42,(H): CRY(H): LEE,54.95,5.987,0.251,0.302,0.546,0.448,58.54 51.36,1 1,(A): LEE,53.96,2.713,0.107,0.128,0.201,0.204,53.96,1,(H): LEI,27.9,1.693,0.074,0.078,0.088,0.119,27.9,1,,0,0,0,0,0,0,,,(A): LIV,23.33,1.117,0.033,0.036,0.03,0.051,23.33,1
570,Garner,3,EVE,45,(H): ARS,0,0,0,0,0,0,0,1,(A): LIV,0,0,0,0,0,0,0,1,(H): LEE,0,0,0,0,0,0,0,1,(H): AVL(A): ARS,0,0,0,0,0,0,0 0,1 0.15,(A): NFO,2.42,0.088,0.002,0.003,0.003,0.004,2.42,1
571,Randolph,1,BOU,40,(A): BHA,0.36,0.013,0,0,0,0.001,0.36,1,(H): NEW(H): BHA,0.32,0.012,0,0,0.001,0.001,0.32 0.54,1 0.02,(A): WOL(H): BHA,1,0.038,0,0,0.002,0.003,0.99 1.25,1 0.02,(H): MCI,0.62,0.022,0,0,0,0.002,0.62,1,(A): ARS(H): BHA,0.97,0.038000000000000006,0,0,0.001,0.002,0.96 1.04,1 0.1
572,Oko-Flex,3,WHU,44,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
573,Lewis,2,MCI,39,(A): TOT,54.72,2.441,0.027,0.053,0.201,0.159,54.72,1,(H): AVL(A): ARS,54.7,5.266,0.052000000000000005,0.099,0.479,0.387,54.31 55.09,1 1,(A): NFO,49.99,2.765,0.027,0.053,0.254,0.247,49.99,1,(A): BOU,48.13,2.82,0.03,0.059,0.264,0.24,48.13,1,(H): NEW,48.05,2.386,0.022,0.043,0.206,0.205,48.05,1
574,Neto,1,BOU,45,(A): BHA,88.33,3.131,0,0.001,0.096,0.205,88.33,1,(H): NEW(H): BHA,85.24,3.1710000000000003,0,0.001,0.14200000000000002,0.231,85.23 85.8,1 0.02,(A): WOL(H): BHA,85.92,3.2470000000000003,0,0.001,0.169,0.232,85.92 85.92,1 0.02,(H): MCI,85.03,3.007,0,0.001,0.066,0.192,85.03,1,(A): ARS(H): BHA,84.9,3.307,0,0.001,0.07,0.19599999999999998,84.94 84.47,1 0.1
575,Cornet,3,WHU,59,(A): NEW,0,0,0,0,0,0,0,1,(H): CHE(H): NEW,0,0,0,0,0,0,0 0,1 0.03,(A): TOT(H): NEW,2.78,0.14500000000000002,0.004,0.003,0,0.005,2.68 6.18,1 0.03,(H): NFO,10.59,0.598,0.022,0.021,0.019,0.038,10.59,1,(A): BHA,18.09,0.84,0.022,0.023,0.018,0.036,18.09,1
576,Senesi,2,BOU,45,(A): BHA,40.62,0.86,0.01,0.005,0.046,0.021,40.62,1,(H): NEW(H): BHA,40.01,1.031,0.009,0.005,0.067,0.033,39.96 42.26,1 0.02,(A): WOL(H): BHA,35.82,1.023,0.008,0.005,0.069,0.036000000000000004,35.77 38.33,1 0.02,(H): MCI,35.3,0.72,0.008,0.004,0.029,0.015,35.3,1,(A): ARS(H): BHA,37.55,0.833,0.008,0.004,0.033,0.018000000000000002,37.28 40.27,1 0.1
577,Onana,3,EVE,48,(H): ARS,80.25,2.256,0.059,0.04,0.12,0.098,80.25,1,(A): LIV,77.28,2.151,0.052,0.036,0.12,0.088,77.28,1,(H): LEE,76.23,2.64,0.095,0.066,0.273,0.134,76.23,1,(H): AVL(A): ARS,76.62,2.871,0.08900000000000001,0.061,0.314,0.14100000000000001,76.58 76.91,1 0.15,(A): NFO,72.9,2.355,0.067,0.048,0.246,0.113,72.9,1
578,Robles,1,LEE,40,(A): NFO(A): MUN,1.17,0.091,0,0,0.005,0.007,1.39 0.96,1 1,(H): MUN,2.11,0.078,0,0,0.003,0.006,2.11,1,(A): EVE,3.04,0.123,0,0,0.009,0.011,3.04,1,(H): SOU,3.89,0.167,0,0,0.014,0.014,3.89,1,(A): CHE,3.58,0.13,0,0,0.005,0.009,3.58,1
579,Guedes,3,WOL,58,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
580,Damsgaard,3,BRE,51,(H): SOU,18.56,1.072,0.034,0.042,0.035,0.065,18.56,1,(A): ARS,16.91,0.787,0.015,0.02,0.01,0.025,16.91,1,(H): CRY,20.21,1.164,0.038,0.048,0.045,0.07,20.21,1,,0,0,0,0,0,0,,,(H): FUL,23.07,1.324,0.046,0.057,0.05,0.089,23.07,1
581,Smithies,1,LEI,40,(A): AVL,0,0,0,0,0,0,0,1,(H): TOT,0,0,0,0,0,0,0,1,(A): MUN,0,0,0,0,0,0,0,1,(H): ARS,0.18,0.007,0,0,0,0,0.18,1,(A): SOU,0.18,0.007,0,0,0,0.001,0.18,1
582,Freuler,3,NFO,49,(H): LEE,84.22,2.702,0.072,0.08,0.251,0.118,84.22,1,(A): FUL,80.11,2.418,0.054,0.065,0.188,0.097,80.11,1,(H): MCI,79.6,2.171,0.037,0.05,0.098,0.083,79.6,1,(A): WHU,77.68,2.293,0.045,0.054,0.191,0.091,77.68,1,(H): EVE,76.2,2.549,0.058,0.068,0.328,0.114,76.2,1
583,Kouyaté,3,NFO,45,(H): LEE,0,0,0,0,0,0,0,1,(A): FUL,0,0,0,0,0,0,0,1,(H): MCI,0,0,0,0,0,0,0,1,(A): WHU,3.05,0.129,0.001,0.001,0.001,0.004,3.05,1,(H): EVE,10.32,0.439,0.006,0.005,0.014,0.017,10.32,1
584,Clark,3,LIV,45,(A): WOL,0,0,0,0,0,0,0,1,(H): EVE,0,0,0,0,0,0,0,1,(A): NEW,0,0,0,0,0,0,0,1,(A): CHE(H): WOL(A): CRY,0,0,0,0,0,0,0 0.01 0,0.05 0.4 1,(H): MUN(H): WOL,0.03,0.001,0,0,0,0,0.03 0,1 0.05
585,Dennis,4,NFO,57,(H): LEE,34.16,1.819,0.102,0.07,0,0.189,34.16,1,(A): FUL,18.57,0.974,0.042,0.031,0,0.072,18.57,1,(H): MCI,11.61,0.573,0.019,0.013,0,0.029,11.61,1,(A): WHU,9.59,0.509,0.019,0.014,0,0.031,9.59,1,(H): EVE,10.68,0.624,0.028,0.02,0,0.054,10.68,1
586,Estupiñán,2,BHA,46,(H): BOU,79.59,4.52,0.048,0.137,0.455,0.454,79.59,1,(A): CRY(H): CRY(A): BOU,76.66,3.4819999999999998,0.032,0.093,0.328,0.266,76.69 74.59 77.18,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,75.81,3.778,0.042,0.125,0.34400000000000003,0.331,75.84 74.3 75.98,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,70.6,4.737,0.046000000000000006,0.133,0.439,0.452,70.38 72.99 72.43 69.56,1 0.1 0.1 0.2
587,Sergio Gómez,2,MCI,45,(A): TOT,7.52,0.342,0.006,0.011,0.009,0.029,7.52,1,(H): AVL(A): ARS,7.56,0.698,0.009000000000000001,0.020999999999999998,0.020999999999999998,0.065,6.79 8.33,1 1,(A): NFO,8.54,0.449,0.006,0.014,0.017,0.05,8.54,1,(A): BOU,9.35,0.533,0.009,0.018,0.022,0.059,9.35,1,(H): NEW,8.58,0.423,0.006,0.011,0.015,0.046,8.58,1
588,Kehrer,2,WHU,44,(A): NEW,48.58,1.198,0.008,0.011,0.09,0.038,48.58,1,(H): CHE(H): NEW,50.81,1.571,0.012,0.016,0.135,0.065,50.77 52.1,1 0.03,(A): TOT(H): NEW,51.95,1.271,0.011,0.016,0.092,0.038,52.02 49.52,1 0.03,(H): NFO,52.74,2.177,0.017,0.024,0.221,0.147,52.74,1,(A): BHA,45.14,1.101,0.01,0.014,0.078,0.036,45.14,1
589,Matheus,3,WOL,48,(H): LIV,54.08,1.982,0.067,0.058,0.107,0.076,54.08,1,(A): SOU,52.65,1.994,0.062,0.056,0.175,0.078,52.65,1,(H): BOU,52.81,2.344,0.093,0.081,0.256,0.123,52.81,1,(A): FUL(A): LIV,52.25,2.621,0.081,0.07300000000000001,0.167,0.093,51.54 54.04,1 0.4,(H): TOT(A): LIV,56.37,2.1830000000000003,0.076,0.066,0.16,0.078,56.35 56.71,1 0.05
590,Whitworth,1,CRY,40,(A): MUN,0,0,0,0,0,0,0,1,(H): BHA(A): BHA,0,0,0,0,0,0,0 0.06,1 0.02,(A): BRE(A): BHA,0.04,0.002,0,0,0,0,0.04 0,1 0.02,(H): LIV,0,0,0,0,0,0,0,1,(A): AVL(A): BHA,0.06,0.003,0,0,0,0,0 0.36,1 0.2
591,Ablade,4,FUL,45,(A): CHE,0.06,0.004,0,0,0,0,0.06,1,(H): NFO,0.26,0.021,0.001,0.001,0,0.002,0.26,1,(A): BHA,0.54,0.038,0.001,0.001,0,0.002,0.54,1,(H): WOL,0.8,0.061,0.002,0.002,0,0.004,0.8,1,(A): BRE,1.26,0.089,0.003,0.002,0,0.005,1.26,1
592,H.Davies,1,LIV,40,(A): WOL,0,0,0,0,0,0,0,1,(H): EVE,0,0,0,0,0,0,0,1,(A): NEW,0,0,0,0,0,0,0,1,(A): CHE(H): WOL(A): CRY,0,0,0,0,0,0,0 0 0,0.05 0.4 1,(H): MUN(H): WOL,0,0,0,0,0,0,0 0,1 0.05
593,Casemiro,3,MUN,49,(H): CRY(H): LEE,83.72,6.3,0.221,0.23199999999999998,0.834,0.45099999999999996,84.53 82.9,1 1,(A): LEE,80.14,2.769,0.091,0.095,0.295,0.184,80.14,1,(H): LEI,75.97,2.92,0.105,0.109,0.381,0.198,75.97,1,,0,0,0,0,0,0,,,(A): LIV,73.26,2.169,0.057,0.058,0.157,0.114,73.26,1
594,Isak,4,NEW,66,(H): WHU,6.31,0.475,0.029,0.016,0,0.046,6.31,1,(A): BOU(A): WHU,43.54,2.9669999999999996,0.248,0.122,0,0.381,43.41 48,1 0.03,(H): LIV(A): WHU,53.25,3.25,0.259,0.123,0,0.424,53.27 52.73,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,49.37,2.606,0.16999999999999998,0.08,0,0.24300000000000002,49.37 49.33,1 0.1
595,Zanka,2,BRE,40,(H): SOU,25.67,1.14,0.015,0.01,0.088,0.084,25.67,1,(A): ARS,21.52,0.5,0.005,0.004,0.021,0.012,21.52,1,(H): CRY,20.24,0.858,0.009,0.008,0.063,0.063,20.24,1,,0,0,0,0,0,0,,,(H): FUL,16.72,0.624,0.007,0.007,0.038,0.037,16.72,1
596,Ferguson,4,BHA,46,(H): BOU,30.45,2.269,0.186,0.106,0,0.277,30.45,1,(A): CRY(H): CRY(A): BOU,42.05,2.5220000000000002,0.17500000000000002,0.101,0,0.274,42.02 42.43 43.28,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,36.97,2.681,0.20900000000000002,0.12100000000000001,0,0.343,36.94 37.4 37.86,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,35.12,3.1839999999999997,0.229,0.132,0,0.393,35.55 33.88 33.63 34.33,1 0.1 0.1 0.2
597,Saydee,4,BOU,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
598,Bevan,2,BOU,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
599,Gomes,3,MCI,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
600,Knight,3,MCI,45,(A): TOT,0,0,0,0,0,0,0,1,(H): AVL(A): ARS,0.18,0.019,0,0,0,0.001,0.33 0.02,1 1,(A): NFO,0.29,0.015,0,0,0,0.001,0.29,1,(A): BOU,0.65,0.035,0.001,0.001,0.001,0.002,0.65,1,(H): NEW,0.63,0.031,0.001,0.001,0.001,0.001,0.63,1
601,Rodney,3,CRY,45,(A): MUN,1.32,0.056,0.001,0.001,0,0.001,1.32,1,(H): BHA(A): BHA,2.13,0.095,0.002,0.001,0.001,0.003,2.14 1.4,1 0.02,(A): BRE(A): BHA,2.06,0.091,0.001,0.001,0.001,0.003,2.05 2.35,1 0.02,(H): LIV,1.73,0.076,0.001,0.001,0.001,0.002,1.73,1,(A): AVL(A): BHA,1.59,0.08299999999999999,0.001,0.001,0.001,0.002,1.68 1.12,1 0.2
602,Renan Lodi,2,NFO,43,(H): LEE,68.08,2.921,0.054,0.092,0.223,0.193,68.08,1,(A): FUL,63.12,2.312,0.039,0.07,0.162,0.115,63.12,1,(H): MCI,59.79,1.537,0.026,0.046,0.083,0.047,59.79,1,(A): WHU,61.35,2.227,0.033,0.059,0.163,0.112,61.35,1,(H): EVE,59.32,3.054,0.041,0.075,0.264,0.291,59.32,1
603,Paquetá,3,WHU,59,(A): NEW,73.87,2.584,0.09,0.085,0.158,0.114,73.87,1,(H): CHE(H): NEW,72.34,2.944,0.12000000000000001,0.117,0.219,0.154,72.32 73.15,1 0.03,(A): TOT(H): NEW,71.75,2.786,0.112,0.115,0.147,0.12100000000000001,71.69 73.64,1 0.03,(H): NFO,70.01,3.435,0.163,0.17,0.325,0.236,70.01,1,(A): BHA,70.67,2.656,0.104,0.108,0.141,0.13,70.67,1
604,Phillips,3,CRY,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
605,Welch,2,EVE,40,(H): ARS,2.37,0.051,0.001,0,0.001,0.002,2.37,1,(A): LIV,2.75,0.058,0.001,0,0.001,0.002,2.75,1,(H): LEE,2.55,0.077,0.001,0.001,0.001,0.006,2.55,1,(A): ARS(H): AVL,1.54,0.053,0.001,0,0.001,0.004,1.82 1.5,0.15 1,(A): NFO,1.1,0.033,0,0,0.001,0.002,1.1,1
606,Vale,3,CHE,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
607,Smith,3,ARS,45,(A): EVE,0.17,0.009,0,0,0,0,0.17,1,(H): BRE(H): MCI,0.09,0.009999999999999998,0,0,0,0,0.16 0.02,1 1,(A): AVL,0.18,0.009,0,0,0,0,0.18,1,(H): EVE(A): LEI,0.23,0.013000000000000001,0,0,0,0.001,0.15 0.24,0.15 1,(H): BOU,0.07,0.004,0,0,0,0,0.07,1
608,Kalajdžić,4,WOL,53,(H): LIV,0,0,0,0,0,0,0,1,(A): SOU,0,0,0,0,0,0,0,1,(H): BOU,0,0,0,0,0,0,0,1,(A): FUL(A): LIV,0,0,0,0,0,0,0 0,1 0.4,(H): TOT(A): LIV,0,0,0,0,0,0,0 0,1 0.05
609,Antony,3,MUN,73,(H): CRY(H): LEE,0,0,0,0,0,0,0 0,1 1,(A): LEE,0,0,0,0,0,0,0,1,(H): LEI,63.74,3.386,0.145,0.183,0.337,0.217,63.74,1,,0,0,0,0,0,0,,,(A): LIV,62.71,2.488,0.08,0.099,0.151,0.115,62.71,1
610,Akanji,2,MCI,50,(A): TOT,70.84,2.663,0.028,0.02,0.254,0.18,70.84,1,(H): AVL(A): ARS,66.1,5.481,0.051000000000000004,0.036,0.5660000000000001,0.421,65.77 66.44,1 1,(A): NFO,67.32,3.262,0.031,0.021,0.355,0.297,67.32,1,(A): BOU,67.15,3.472,0.034,0.024,0.392,0.302,67.15,1,(H): NEW,59.21,2.506,0.022,0.016,0.255,0.211,59.21,1
611,Gueye,3,EVE,49,(H): ARS,73.03,2.031,0.026,0.037,0.123,0.087,73.03,1,(A): LIV,71.32,1.973,0.024,0.035,0.124,0.08,71.32,1,(H): LEE,71.22,2.345,0.044,0.063,0.273,0.117,71.22,1,(H): AVL(A): ARS,68.11,2.503,0.039,0.05499999999999999,0.299,0.121,67.99 68.88,1 0.15,(A): NFO,66.35,2.117,0.031,0.044,0.241,0.1,66.35,1
612,Faes,2,LEI,43,(A): AVL,85.03,2.289,0.029,0.014,0.183,0.124,85.03,1,(H): TOT,78.37,2.118,0.029,0.014,0.167,0.106,78.37,1,(A): MUN,71.86,1.281,0.019,0.009,0.076,0.043,71.86,1,(H): ARS,67.16,1.482,0.019,0.009,0.102,0.063,67.16,1,(A): SOU,61.08,1.932,0.024,0.011,0.166,0.119,61.08,1
613,Kurzawa,2,FUL,43,(A): CHE,4.14,0.146,0.002,0.003,0.001,0.005,4.14,1,(H): NFO,8.72,0.414,0.007,0.011,0.01,0.038,8.72,1,(A): BHA,8.45,0.284,0.004,0.007,0.004,0.009,8.45,1,(H): WOL,8.67,0.396,0.006,0.01,0.009,0.034,8.67,1,(A): BRE,8.13,0.307,0.005,0.007,0.005,0.014,8.13,1
614,Willian,3,FUL,55,(A): CHE,73.26,2.889,0.105,0.12,0.136,0.171,73.26,1,(H): NFO,71.81,3.859,0.181,0.207,0.288,0.379,71.81,1,(A): BHA,69.65,2.827,0.107,0.128,0.108,0.175,69.65,1,(H): WOL,68.1,3.47,0.152,0.178,0.25,0.332,68.1,1,(A): BRE,68.65,3.008,0.122,0.146,0.154,0.205,68.65,1
615,Kovár,1,MUN,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
616,Zakaria,3,CHE,49,(H): FUL,0,0,0,0,0,0,0,1,(A): WHU,6.75,0.272,0.004,0.004,0.014,0.01,6.75,1,(H): SOU,20.37,0.86,0.018,0.017,0.08,0.042,20.37,1,(H): LIV(A): TOT,28.97,1.122,0.018000000000000002,0.017,0.065,0.037000000000000005,27.38 29.05,0.05 1,(H): LEE,31.29,1.293,0.029,0.027,0.106,0.054,31.29,1
617,Aubameyang,4,CHE,85,(H): FUL,25.55,1.737,0.128,0.052,0,0.191,25.55,1,(A): WHU,10.36,0.684,0.039,0.016,0,0.067,10.36,1,(H): SOU,10.26,0.769,0.055,0.021,0,0.079,10.26,1,(H): LIV(A): TOT,10.6,0.7060000000000001,0.04,0.016,0,0.062,11.48 10.56,0.05 1,(H): LEE,9.8,0.76,0.055,0.022,0,0.079,9.8,1
618,Vinícius,4,FUL,54,(A): CHE,8.78,0.456,0.023,0.012,0,0.03,8.78,1,(H): NFO,10.41,0.704,0.05,0.025,0,0.082,10.41,1,(A): BHA,11.91,0.646,0.038,0.018,0,0.051,11.91,1,(H): WOL,13.8,0.876,0.06,0.03,0,0.102,13.8,1,(A): BRE,13.12,0.757,0.048,0.023,0,0.071,13.12,1
619,Gnonto,4,LEE,50,(A): NFO(A): MUN,79.2,6.263999999999999,0.33999999999999997,0.266,0,0.604,79.05 79.36,1 1,(H): MUN,73.49,2.931,0.155,0.122,0,0.281,73.49,1,(A): EVE,67.72,2.818,0.147,0.12,0,0.309,67.72,1,(H): SOU,62.98,3.071,0.192,0.153,0,0.374,62.98,1,(A): CHE,59.59,2.202,0.098,0.079,0,0.16,59.59,1
620,Arthur,3,LIV,48,(A): WOL,0,0,0,0,0,0,0,1,(H): EVE,0,0,0,0,0,0,0,1,(A): NEW,0,0,0,0,0,0,0,1,(A): CHE(H): WOL(A): CRY,1,0.067,0.002,0.002,0.001,0.003,1.05 1.23 0.9,0.05 0.4 1,(H): MUN(H): WOL,4.45,0.21100000000000002,0.005,0.004,0.004,0.008,4.49 3.71,1 0.05
621,Badé,2,NFO,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
622,Larios,2,SOU,40,(A): BRE,3.5,0.116,0.001,0.002,0.003,0.005,3.5,1,(H): WOL,5.09,0.202,0.001,0.004,0.006,0.014,5.09,1,(A): CHE,9.61,0.284,0.002,0.005,0.007,0.008,9.61,1,(A): LEE,10.87,0.369,0.003,0.008,0.011,0.015,10.87,1,(H): LEI,9.46,0.397,0.003,0.01,0.014,0.03,9.46,1
623,Caleta-Car,2,SOU,45,(A): BRE,30.36,0.95,0.012,0.007,0.06,0.041,30.36,1,(H): WOL,32.02,1.289,0.016,0.009,0.105,0.083,32.02,1,(A): CHE,32.42,0.832,0.01,0.005,0.048,0.027,32.42,1,(A): LEE,31.26,0.978,0.014,0.008,0.063,0.043,31.26,1,(H): LEI,34.55,1.424,0.02,0.011,0.117,0.104,34.55,1
624,Edozie,3,SOU,47,(A): BRE,36.65,1.701,0.054,0.054,0.072,0.087,36.65,1,(H): WOL,30.43,1.644,0.058,0.06,0.081,0.118,30.43,1,(A): CHE,25.18,1.159,0.029,0.029,0.029,0.046,25.18,1,(A): LEE,24.42,1.276,0.042,0.043,0.037,0.066,24.42,1,(H): LEI,22.88,1.346,0.049,0.051,0.051,0.099,22.88,1
625,Diego Costa,4,WOL,54,(H): LIV,32.62,1.725,0.113,0.053,0,0.14,32.62,1,(A): SOU,28.82,1.588,0.101,0.047,0,0.147,28.82,1,(H): BOU,31.19,2.017,0.16,0.075,0,0.212,31.19,1,(A): FUL(A): LIV,29.67,2.168,0.135,0.064,0,0.175,29.58 29.88,1 0.4,(H): TOT(A): LIV,30.37,1.721,0.116,0.054,0,0.139,30.44 28.9,1 0.05
626,Karius,1,NEW,39,(H): WHU,0,0,0,0,0,0,0,1,(A): BOU(A): WHU,0.35,0.017,0,0,0.002,0.001,0.36 0.18,1 0.03,(H): LIV(A): WHU,0,0,0,0,0,0,0 0,1 0.03,,0,0,0,0,0,0,,,(A): MCI(H): BHA,0.09,0.003,0,0,0,0,0.09 0.06,1 0.1
627,Jakupović,1,EVE,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
628,Aurier,2,NFO,46,(H): LEE,76.22,3.102,0.047,0.104,0.232,0.28,76.22,1,(A): FUL,71.93,2.45,0.034,0.078,0.171,0.17,71.93,1,(H): MCI,72.87,1.66,0.024,0.055,0.092,0.075,72.87,1,(A): WHU,69.53,2.342,0.029,0.066,0.172,0.163,69.53,1,(H): EVE,69.5,3.429,0.037,0.086,0.299,0.44,69.5,1
629,Traoré,3,WOL,44,(H): LIV,0,0,0,0,0,0,0,1,(A): SOU,0,0,0,0,0,0,0,1,(H): BOU,0,0,0,0,0,0,0,1,(A): FUL(A): LIV,0,0,0,0,0,0,0 0,1 0.4,(H): TOT(A): LIV,1.77,0.069,0.001,0.001,0.001,0.002,1.67 3.72,1 0.05
630,Nwaneri,3,ARS,45,(A): EVE,2.1,0.106,0.003,0.003,0.002,0.005,2.1,1,(H): BRE(H): MCI,2.18,0.21200000000000002,0.005,0.004,0.003,0.009000000000000001,2.64 1.73,1 1,(A): AVL,2.14,0.102,0.002,0.002,0.002,0.004,2.14,1,(H): EVE(A): LEI,1.89,0.108,0.002,0.002,0.002,0.005,1.96 1.88,0.15 1,(H): BOU,0.88,0.049,0.002,0.001,0.001,0.002,0.88,1
631,Sousa,2,ARS,40,(A): EVE,0.45,0.018,0,0,0,0.002,0.45,1,(H): BRE(H): MCI,0.52,0.038,0.001,0,0.001,0.004,0.64 0.39,1 1,(A): AVL,0.92,0.034,0.001,0,0.001,0.004,0.92,1,(H): EVE(A): LEI,1.14,0.05,0.001,0,0.001,0.006,1.49 1.09,0.15 1,(H): BOU,2.12,0.09,0.002,0.001,0.002,0.011,2.12,1
632,Trevitt,3,BRE,44,(H): SOU,0.05,0.003,0,0,0,0,0.05,1,(A): ARS,0.03,0.001,0,0,0,0,0.03,1,(H): CRY,0.11,0.006,0,0,0,0,0.11,1,,0,0,0,0,0,0,,,(H): FUL,0.16,0.008,0,0,0,0,0.16,1
633,Cox,1,BRE,39,(H): SOU,0,0,0,0,0,0,0,1,(A): ARS,0.07,0.003,0,0,0,0,0.07,1,(H): CRY,0.14,0.006,0,0,0.001,0,0.14,1,,0,0,0,0,0,0,,,(H): FUL,0.18,0.008,0,0,0.001,0.001,0.18,1
634,Gordon,4,CRY,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
635,Bettinelli,1,CHE,40,(H): FUL,0.29,0.013,0,0,0.001,0.001,0.29,1,(A): WHU,0.1,0.004,0,0,0,0,0.1,1,(H): SOU,0.9,0.044,0,0,0.005,0.003,0.9,1,(H): LIV(A): TOT,0,0,0,0,0,0,0 0,0.05 1,(H): LEE,0,0,0,0,0,0,0,1
